10,0.9464400000000118,0.9939052725187586,-27622.387625037598,11.28365507558732,12.708061840046966
7,0.9592370367475259,0.9957463628650352,-28641.296042595703,11.161845690801156,11.18369359135106
3,0.9566545998193906,0.9948399999999968,-27213.778579079124,11.250011814418867,10.8515867523789
10,0.9507999999999962,0.9903465129810595,-3099.4935176154822,12.397974070461933,16.599370081394813
15,0.8879999999999995,0.9346485803711008,-246.56038040336082,7.953560658172929,5.572281864533199
3,0.9614800000000121,0.9945503369194163,-28312.02727923815,11.315758305051274,11.656920664574269
3,0.9568547816660641,0.9958149040259945,-28635.400575697757,11.426736063726224,11.742875126920898
3,0.9489254153456048,0.9942837588075887,-27073.847324787857,11.252638123353254,10.744190964297601
10,0.9666705641525642,0.998452709678875,-29856.44903084355,11.690074013642834,11.861064310074674
2,0.9578289075162673,0.9973635222432155,-27977.72916280397,11.499272158982373,11.420353868028966
8,0.9559093091485543,0.9935546148212754,-29210.99662509293,11.5458484684162,13.914109164434699
5,0.9614454041935282,0.9944799999999965,-29264.01659130654,11.507674632837862,12.339092705698118
6,0.976080000000007,0.9982391667892049,-31762.069572078326,12.067655612491778,11.66256010217019
