1,0.7423599999999992,0.7424492863045833,-12925.163215176442,5.029246387228178,4.0276174647280625
3,0.7226797153633283,0.722559999999998,-11974.59819746238,4.782187778539296,3.445845647601867
2,0.7188799999999964,0.719426637233211,-11968.227258830686,4.808448075062572,3.636935857090158
0,0.7391199999999976,0.7391199999999977,-12832.183561065465,5.018452702802297,4.227896910336895
10,0.7258399999999964,0.7261013611073578,-11799.314717222242,4.685986782058084,3.0398086989494897
1,0.7252799999999963,0.7255599999999963,-11808.626749724583,4.704632171205006,3.1684553269883664
1,0.7345999999999925,0.7345999999999926,-12538.15373412592,4.932397220348518,3.841026154075127
1,0.7118799999999962,0.7118799999999962,-11541.766037387373,4.6841582943942415,3.0925121589661884
5,0.7303199999999977,0.7305831914563506,-12059.414388722744,4.766566952064308,2.9251434522914193
1,0.7082334861703364,0.7083999999999944,-11272.717789027469,4.593609530981052,2.78467173867784
1,0.7254799999999983,0.7257599999999983,-12077.524364408499,4.804106747974718,3.189047073684274
